,Team,Gtm,Date,Opp,Rslt,ERA
155,BAL,151,Sep 24,HOU,"L,10-11",3.91
156,BAL,152,Sep 25,HOU,"L,3-6",3.90
157,BAL,153,Sep 26,BOS,"W,14-8",3.92
158,BAL,154,Sep 27,BOS,"L,9-13",3.97
159,BAL,155,Sep 28,BOS,"L,1-3",3.97
160,BAL,156,Sep 29,BOS,"L,3-5",3.98
161,BAL,157,Sep 30,NYY,"W,2-1",3.96
162,BAL,158,Oct 1,NYY,"L,0-8",3.99
163,BAL,159,Oct 2,NYY,"W,3-1",3.96
164,BAL,160,Oct 3,TOR,"L,1-5",3.97
165,BAL,161,Oct 5(1),TOR,"W,5-4",3.97
166,BAL,162,Oct 5(2),TOR,"L,1-5",3.97
0,BOS,1,Apr 8,NYY,"L,5-6",3.60
1,BOS,2,Apr 9,NYY,"L,2-4",4.00
2,BOS,3,Apr 10,NYY,"W,4-3",3.67
3,BOS,4,Apr 11,DET,"L,1-3",3.60
4,BOS,5,Apr 12,DET,"W,5-3",3.48
5,BOS,6,Apr 13,DET,"W,9-7",4.08
6,BOS,7,Apr 15,MIN,"L,4-8",4.65
7,BOS,8,Apr 16,MIN,"W,4-0",4.06
8,BOS,9,Apr 17,MIN,"W,8-1",3.71
9,BOS,10,Apr 18,MIN,"L,3-8",4.15
10,BOS,11,Apr 19,TOR,"W,2-1",3.86
11,BOS,12,Apr 20,TOR,"L,1-6",4.04
12,BOS,13,Apr 21,TOR,"L,2-3",3.96
13,BOS,14,Apr 22,TBR,"W,4-3",3.82
14,BOS,15,Apr 23,TBR,"L,2-3",3.54
15,BOS,16,Apr 24,TBR,"L,2-5",3.66
16,BOS,17,Apr 25,TOR,"L,2-6",3.82
17,BOS,18,Apr 26,TOR,"L,5-6",3.87
18,BOS,19,Apr 27,TOR,"W,7-1",3.72
19,BOS,20,Apr 28,TOR,"L,0-1",3.55
20,BOS,21,Apr 29,BAL,"W,3-1",3.43
21,BOS,22,Apr 30,BAL,"L,1-2",3.32
22,BOS,May,May,Opp,Rslt,ERA
23,BOS,23,May 1,BAL,"L,5-9",3.59
24,BOS,24,May 3,LAA,"W,4-0",3.43
25,BOS,25,May 4,LAA,"L,5-10",3.64
26,BOS,26,May 5,LAA,"L,0-8",3.81
27,BOS,27,May 6,CHW,"L,2-4",3.82
28,BOS,28,May 7,CHW,"L,1-3",3.74
29,BOS,29,May 8,CHW,"L,2-3",3.71
30,BOS,30,May 10,ATL,"W,9-4",3.72
31,BOS,31,May 11,ATL,"L,3-5",3.77
32,BOS,32,May 13,TEX,"W,7-1",3.69
33,BOS,33,May 14,TEX,"W,11-3",3.63
34,BOS,34,May 15,TEX,"L,1-7",3.75
35,BOS,35,May 16,HOU,"W,6-3",3.73
36,BOS,36,May 17,HOU,"L,4-13",3.87
37,BOS,37,May 18,HOU,"W,5-1",3.79
38,BOS,38,May 19,SEA,"W,12-6",3.85
39,BOS,39,May 20,SEA,"W,7-3",3.81
40,BOS,40,May 21,SEA,"W,6-5",3.84
41,BOS,41,May 22,SEA,"W,8-4",3.80
42,BOS,42,May 24,CHW,"W,16-3",3.79
43,BOS,43,May 25,CHW,"L,1-3",3.75
44,BOS,44,May 26,CHW,"W,16-7",3.83
45,BOS,45,May 27,BAL,"L,8-12",3.99
46,BOS,46,May 28(1),BAL,"W,5-3",3.94
47,BOS,47,May 28(2),BAL,"L,2-4",3.95
48,BOS,48,May 29,BAL,"W,12-2",3.91
49,BOS,49,May 30,BAL,"L,0-10",4.03
50,BOS,50,May 31,CIN,"L,1-2",3.95
51,BOS,Jun,Jun,Opp,Rslt,ERA
52,BOS,51,Jun 1,CIN,"W,7-1",3.87
53,BOS,52,Jun 3,OAK,"W,7-2",3.84
54,BOS,53,Jun 4,OAK,"W,8-0",3.76
55,BOS,54,Jun 5,OAK,"W,5-2",3.73
56,BOS,55,Jun 6,LAA,"W,1-0",3.66
57,BOS,56,Jun 7,LAA,"W,6-5",3.68
58,BOS,57,Jun 8,LAA,"W,1-0",3.61
59,BOS,58,Jun 9,LAA,"L,2-5",3.64
60,BOS,59,Jun 10,SEA,"W,4-3",3.63
61,BOS,60,Jun 11,SEA,"L,6-7",3.67
62,BOS,61,Jun 12,SEA,"W,2-0",3.61
63,BOS,62,Jun 14,OAK,"W,6-1",3.57
64,BOS,63,Jun 15,OAK,"W,10-1",3.53
65,BOS,64,Jun 16,OAK,"L,3-4",3.51
66,BOS,65,Jun 17,STL,"W,6-5",3.53
67,BOS,66,Jun 18,STL,"L,2-11",3.63
68,BOS,67,Jun 19,STL,"W,6-4",3.63
69,BOS,68,Jun 20,DET,"W,5-2",3.61
70,BOS,69,Jun 21,DET,"W,5-4",3.62
71,BOS,70,Jun 22,DET,"W,6-2",3.59
72,BOS,71,Jun 24,CLE,"W,6-3",3.58
73,BOS,72,Jun 25,CLE,"W,4-2",3.56
74,BOS,73,Jun 26,CLE,"W,8-3",3.54
75,BOS,74,Jun 27,TOR,"L,2-7",3.59
76,BOS,75,Jun 28,TOR,"L,5-6",3.63
77,BOS,76,Jun 29,TOR,"W,6-5",3.63
78,BOS,Jul,Jul,Opp,Rslt,ERA
79,BOS,77,Jul 1,CHC,"L,5-6",3.67
80,BOS,78,Jul 2,CHC,"L,1-3",3.65
81,BOS,79,Jul 3,CHC,"W,4-2",3.62
82,BOS,80,Jul 4,TBR,"W,4-0",3.57
83,BOS,81,Jul 5,TBR,"L,4-8",3.63
84,BOS,82,Jul 6,TBR,"L,1-7",3.67
85,BOS,83,Jul 7,NYY,"L,5-6",3.70
86,BOS,84,Jul 8,NYY,"L,5-12",3.79
87,BOS,85,Jul 9,NYY,"W,6-5",3.78
88,BOS,86,Jul 10,NYY,"W,11-6",3.81
89,BOS,87,Jul 11,TBR,"L,5-10",3.85
90,BOS,88,Jul 12,TBR,"L,2-3",3.82
91,BOS,89,Jul 13,TBR,"L,1-4",3.83
92,BOS,90,Jul 14,TBR,"L,4-5",3.85
93,BOS,91,Jul 15,NYY,"W,5-4",3.83
94,BOS,92,Jul 16,NYY,"L,1-14",3.94
95,BOS,93,Jul 17,NYY,"L,2-13",4.04
96,BOS,94,Jul 22,TOR,"L,5-28",4.28
97,BOS,95,Jul 23,TOR,"L,1-4",4.28
98,BOS,96,Jul 24,TOR,"L,4-8",4.32
99,BOS,97,Jul 25,CLE,"W,3-1",4.29
100,BOS,98,Jul 26,CLE,"L,3-8",4.31
101,BOS,99,Jul 27,CLE,"L,6-7",4.33
102,BOS,100,Jul 28,CLE,"W,4-2",4.31
103,BOS,101,Jul 29,MIL,"L,1-4",4.30
104,BOS,102,Jul 30,MIL,"L,4-9",4.35
105,BOS,103,Jul 31,MIL,"W,7-2",4.33
106,BOS,Aug,Aug,Opp,Rslt,ERA
107,BOS,104,Aug 1,HOU,"W,3-2",4.29
108,BOS,105,Aug 2,HOU,"W,2-1",4.25
109,BOS,106,Aug 3,HOU,"L,1-6",4.27
110,BOS,107,Aug 4,KCR,"L,3-7",4.30
111,BOS,108,Aug 5,KCR,"W,7-4",4.30
112,BOS,109,Aug 6,KCR,"L,4-5",4.31
113,BOS,110,Aug 7,KCR,"L,5-13",4.39
114,BOS,111,Aug 9,ATL,"L,7-9",4.41
115,BOS,112,Aug 10,ATL,"L,4-8",4.44
116,BOS,113,Aug 11,BAL,"W,4-3",4.43
117,BOS,114,Aug 12,NYY,"W,3-2",4.40
118,BOS,115,Aug 13,NYY,"L,2-3",4.39
119,BOS,116,Aug 14,NYY,"W,3-0",4.35
120,BOS,117,Aug 16,PIT,"W,5-3",4.34
121,BOS,118,Aug 17,PIT,"W,8-3",4.33
122,BOS,119,Aug 18,PIT,"L,2-8",4.36
123,BOS,120,Aug 19,BAL,"L,10-15",4.46
124,BOS,121,Aug 20,BAL,"W,4-3",4.44
125,BOS,122,Aug 21,BAL,"L,3-5",4.45
126,BOS,123,Aug 23,TOR,"L,3-9",4.48
127,BOS,124,Aug 24,TOR,"L,2-3",4.46
128,BOS,125,Aug 25,TOR,"L,5-6",4.46
129,BOS,126,Aug 26,TBR,"W,9-8",4.49
130,BOS,127,Aug 27,TBR,"W,5-1",4.46
131,BOS,128,Aug 28,TBR,"L,4-12",4.50
132,BOS,129,Aug 29,MIN,"L,2-4",4.50
133,BOS,130,Aug 30,MIN,"L,5-10",4.54
134,BOS,131,Aug 31,MIN,"W,6-5",4.55
135,BOS,September/October,September/October,Opp,Rslt,ERA
136,BOS,132,Sep 1,TEX,"W,9-8",4.57
137,BOS,133,Sep 2,TEX,"W,9-1",4.55
138,BOS,134,Sep 3,TEX,"W,5-3",4.53
139,BOS,135,Sep 4,TEX,"W,5-2",4.51
140,BOS,136,Sep 5,TBR,"L,3-4",4.51
141,BOS,137,Sep 6,TBR,"L,4-8",4.54
142,BOS,138,Sep 7,TBR,"L,0-1",4.52
143,BOS,139,Sep 9,BAL,"L,2-3",4.51
144,BOS,140,Sep 10,BAL,"W,17-4",4.50
145,BOS,141,Sep 11,BAL,"W,1-0",4.47
146,BOS,142,Sep 13,NYY,"L,6-7",4.48
147,BOS,143,Sep 14,NYY,"L,3-5",4.46
148,BOS,144,Sep 16,KCR,"W,2-1",4.44
149,BOS,145,Sep 17,KCR,"L,0-9",4.46
150,BOS,146,Sep 18,KCR,"W,13-3",4.45
151,BOS,147,Sep 20,CIN,"W,5-3",4.44
152,BOS,148,Sep 21,CIN,"L,1-5",4.45
153,BOS,149,Sep 22,NYY,"L,4-5",4.45
154,BOS,150,Sep 23,NYY,"L,4-5",4.45
155,BOS,151,Sep 24,NYY,"L,5-7",4.47
156,BOS,152,Sep 25,NYY,"L,0-2",4.45
157,BOS,153,Sep 26,BAL,"L,8-14",4.51
158,BOS,154,Sep 27,BAL,"W,13-9",4.54
159,BOS,155,Sep 28,BAL,"W,3-1",4.52
160,BOS,156,Sep 29,BAL,"W,5-3",4.50
161,BOS,157,Sep 30,TOR,"L,0-9",4.53
162,BOS,158,Oct 1,TOR,"L,0-10",4.57
163,BOS,159,Oct 2,TOR,"L,3-6",4.58
164,BOS,160,Oct 3,TBR,"W,4-3",4.56
165,BOS,161,Oct 4,TBR,"W,6-0",4.54
166,BOS,162,Oct 5,TBR,"W,6-3",4.53
0,CHC,1,Apr 7,MIL,"W,5-4",4.00
1,CHC,2,Apr 9,MIL,"W,9-0",2.00
2,CHC,3,Apr 10,MIL,"L,4-5",3.00
3,CHC,4,Apr 12,PIT,"W,2-1",2.50
4,CHC,5,Apr 13,PIT,"L,2-6",3.27
5,CHC,6,Apr 14,COL,"W,5-2",3.06
6,CHC,7,Apr 15,COL,"L,5-6",3.54
7,CHC,8,Apr 16,COL,"L,6-9",4.30
8,CHC,9,Apr 17,COL,"W,6-4",4.27
9,CHC,10,Apr 18,TBR,"W,4-2",4.03
10,CHC,11,Apr 19,TBR,"L,5-6",4.22
11,CHC,12,Apr 20,TBR,"L,2-8",4.59
12,CHC,13,Apr 21,PIT,"L,3-4",4.54
13,CHC,14,Apr 22,PIT,"L,2-4",4.50
14,CHC,15,Apr 23,PIT,"W,21-0",4.19
15,CHC,16,Apr 24,PIT,"L,3-4",4.11
16,CHC,17,Apr 26,ATL,"L,1-3",4.01
17,CHC,18,Apr 27,ATL,"W,6-3",3.92
18,CHC,19,Apr 28,ATL,"L,1-5",4.01
19,CHC,20,Apr 29,MIL,"L,1-11",4.40
20,CHC,21,Apr 30,MIL,"L,1-9",4.55
21,CHC,May,May,Opp,Rslt,ERA
22,CHC,22,May 1,MIL,"W,2-0",4.33
23,CHC,23,May 3,CHW,"L,1-3",4.18
24,CHC,24,May 4,CHW,"L,3-4",4.17
25,CHC,25,May 7(1),LAD,"L,0-7",4.25
26,CHC,26,May 7(2),LAD,"L,2-6",4.32
27,CHC,27,May 8,LAD,"L,1-7",4.35
28,CHC,28,May 9,SDP,"W,6-0",4.19
29,CHC,29,May 10,SDP,"L,4-5",4.23
30,CHC,30,May 11,SDP,"W,7-5",4.22
31,CHC,31,May 13,ARI,"L,3-4",4.23
32,CHC,32,May 14,ARI,"W,4-2",4.16
33,CHC,33,May 15,ARI,"W,3-2",4.06
34,CHC,34,May 16,PIT,"W,9-0",3.94
35,CHC,35,May 17,PIT,"W,7-0",3.82
36,CHC,36,May 18,PIT,"L,2-3",3.80
37,CHC,37,May 19,ARI,"L,1-3",3.75
38,CHC,38,May 20,ARI,"L,6-10",3.92
39,CHC,39,May 21,ARI,"L,6-7",3.93
40,CHC,40,May 22,ARI,"W,5-4",3.93
41,CHC,41,May 23,CIN,"W,7-4",3.94
42,CHC,42,May 24,CIN,"W,11-4",3.94
43,CHC,43,May 25,CIN,"L,3-4",3.95
44,CHC,44,May 26,CIN,"L,5-20",4.34
45,CHC,45,May 28,CHW,"W,5-1",4.26
46,CHC,46,May 29,CHW,"L,4-5",4.18
47,CHC,47,May 30(1),MIL,"L,6-7",4.18
48,CHC,48,May 30(2),MIL,"L,1-3",4.16
49,CHC,49,May 31,MIL,"W,8-7",4.21
50,CHC,Jun,Jun,Opp,Rslt,ERA
51,CHC,50,Jun 1,MIL,"W,4-3",4.18
52,CHC,51,Jun 2,STL,"W,7-5",4.20
53,CHC,52,Jun 3,STL,"L,5-14",4.39
54,CHC,53,Jun 4(1),STL,"W,6-1",4.32
55,CHC,54,Jun 4(2),STL,"L,4-7",4.35
56,CHC,55,Jun 5,STL,"L,3-5",4.30
57,CHC,56,Jun 7,BAL,"L,3-9",4.40
58,CHC,57,Jun 10,NYY,"L,1-2",4.31
59,CHC,58,Jun 11,NYY,"L,0-8",4.38
60,CHC,59,Jun 12,NYY,"L,4-18",4.59
61,CHC,60,Jun 13,SDP,"L,1-4",4.58
62,CHC,61,Jun 14,SDP,"L,5-12",4.70
63,CHC,62,Jun 15,SDP,"L,5-19",4.93
64,CHC,63,Jun 16,SDP,"L,4-6",4.95
65,CHC,64,Jun 17,ATL,"W,1-0",4.87
66,CHC,65,Jun 18,ATL,"W,6-3",4.83
67,CHC,66,Jun 19,ATL,"L,0-6",4.84
68,CHC,67,Jun 20,PIT,"L,1-12",4.93
69,CHC,68,Jun 21,PIT,"L,1-7",4.95
70,CHC,69,Jun 22,PIT,"W,14-5",4.90
71,CHC,70,Jun 23,PIT,"L,7-8",4.91
72,CHC,71,Jun 24,STL,"W,3-0",4.84
73,CHC,72,Jun 25,STL,"L,3-5",4.85
74,CHC,73,Jun 26,STL,"W,6-5",4.84
75,CHC,74,Jun 28,CIN,"L,3-5",4.85
76,CHC,75,Jun 29,CIN,"W,8-3",4.82
77,CHC,76,Jun 30,CIN,"W,15-7",4.85
78,CHC,Jul,Jul,Opp,Rslt,ERA
79,CHC,77,Jul 1,BOS,"W,6-5",4.84
80,CHC,78,Jul 2,BOS,"W,3-1",4.79
81,CHC,79,Jul 3,BOS,"L,2-4",4.73
82,CHC,80,Jul 4,MIL,"L,2-5",4.71
83,CHC,81,Jul 5,MIL,"W,8-3",4.69
84,CHC,82,Jul 6,MIL,"W,2-1",4.65
85,CHC,83,Jul 7,LAD,"L,3-5",4.66
86,CHC,84,Jul 8,LAD,"L,3-4",4.63
87,CHC,85,Jul 9,LAD,"L,2-4",4.62
88,CHC,86,Jul 10,LAD,"L,9-11",4.66
89,CHC,87,Jul 12,BAL,"L,2-4",4.65
90,CHC,88,Jul 13,BAL,"L,1-7",4.67
91,CHC,89,Jul 14,NYM,"L,0-8",4.70
92,CHC,90,Jul 16(1),NYM,"L,1-2",4.65
93,CHC,91,Jul 16(2),NYM,"L,3-4",4.60
94,CHC,92,Jul 17,NYM,"W,3-2",4.58
95,CHC,93,Jul 22,PHI,"W,15-2",4.55
96,CHC,94,Jul 23,PHI,"W,6-2",4.51
97,CHC,95,Jul 24,PHI,"W,4-3",4.48
98,CHC,96,Jul 25,PIT,"W,3-2",4.45
99,CHC,97,Jul 26,PIT,"W,4-2",4.41
100,CHC,98,Jul 28,SFG,"L,2-4",4.37
101,CHC,99,Jul 29,SFG,"W,4-2",4.34
102,CHC,100,Jul 30,SFG,"L,4-5",4.35
103,CHC,101,Jul 31,SFG,"L,0-4",4.36
104,CHC,Aug,Aug,Opp,Rslt,ERA
105,CHC,102,Aug 2,STL,"L,0-6",4.38
106,CHC,103,Aug 4(1),STL,"L,3-4",4.38
107,CHC,104,Aug 4(2),STL,"L,2-7",4.41
108,CHC,105,Aug 5,MIA,"W,2-1",4.37
109,CHC,106,Aug 6,MIA,"W,4-0",4.33
110,CHC,107,Aug 7,MIA,"L,0-3",4.32
111,CHC,108,Aug 8,WSN,"W,6-3",4.31
112,CHC,109,Aug 9,WSN,"L,5-6",4.32
113,CHC,110,Aug 10,WSN,"W,4-2",4.30
114,CHC,111,Aug 11,CIN,"W,4-2",4.28
115,CHC,112,Aug 13,CIN,"W,7-2",4.26
116,CHC,113,Aug 14,CIN,"L,5-8",4.30
117,CHC,114,Aug 15,WSN,"L,4-5",4.27
118,CHC,115,Aug 16,WSN,"W,7-5",4.25
119,CHC,116,Aug 17,WSN,"W,3-2",4.23
120,CHC,117,Aug 18,BAL,"W,3-2",4.21
121,CHC,118,Aug 19,MIL,"W,8-7",4.23
122,CHC,119,Aug 20,MIL,"W,6-5",4.21
123,CHC,120,Aug 21,MIL,"L,2-5",4.22
124,CHC,121,Aug 22,STL,"L,0-1",4.19
125,CHC,122,Aug 23(1),STL,"W,2-0",4.16
126,CHC,123,Aug 23(2),STL,"L,3-13",4.23
127,CHC,124,Aug 24,STL,"W,7-1",4.20
128,CHC,125,Aug 25,STL,"L,3-8",4.23
129,CHC,126,Aug 26,MIL,"W,4-3",4.21
130,CHC,127,Aug 27,MIL,"L,0-7",4.23
131,CHC,128,Aug 28,MIL,"L,7-9",4.27
132,CHC,129,Aug 29,TOR,"L,4-5",4.26
133,CHC,130,Aug 30,TOR,"L,3-5",4.27
134,CHC,131,Aug 31,TOR,"W,7-5",4.28
135,CHC,September/October,September/October,Opp,Rslt,ERA
136,CHC,132,Sep 2,STL,"L,0-8",4.31
137,CHC,133,Sep 3,STL,"L,4-8",4.34
138,CHC,134,Sep 4,STL,"L,0-2",4.33
139,CHC,135,Sep 6,CIN,"W,9-3",4.31
140,CHC,136,Sep 7,CIN,"L,1-7",4.33
141,CHC,137,Sep 8,CIN,"L,3-4",4.33
142,CHC,138,Sep 9,SFG,"W,4-2",4.30
143,CHC,139,Sep 10,SFG,"L,2-5",4.30
144,CHC,140,Sep 11,SFG,"L,2-4",4.30
145,CHC,141,Sep 12,NYM,"W,5-2",4.28
146,CHC,142,Sep 13,NYM,"W,4-1",4.26
147,CHC,143,Sep 14,NYM,"W,6-3",4.24
148,CHC,144,Sep 16,COL,"W,2-1",4.22
149,CHC,145,Sep 17,COL,"L,1-3",4.21
150,CHC,146,Sep 18,COL,"L,3-4",4.21
151,CHC,147,Sep 19,MIA,"L,3-10",4.23
152,CHC,148,Sep 20,MIA,"W,2-1",4.20
153,CHC,149,Sep 21,MIA,"W,4-3",4.20
154,CHC,150,Sep 22,PIT,"W,3-2",4.18
155,CHC,151,Sep 23,PIT,"W,6-5",4.18
156,CHC,152,Sep 24,PIT,"L,0-6",4.16
157,CHC,153,Sep 25,PIT,"W,8-3",4.15
158,CHC,154,Sep 27,PHI,"W,2-1",4.13
159,CHC,155,Sep 28,PHI,"W,4-2",4.12
160,CHC,156,Sep 29,PHI,"W,2-0",4.09
161,CHC,157,Sep 30,CIN,"W,6-1",4.07
162,CHC,158,Oct 1,CIN,"W,2-1",4.05
163,CHC,159,Oct 2,CIN,"W,8-1",4.03
164,CHC,160,Oct 3,CIN,"L,1-3",4.02
165,CHC,161,Oct 4,CIN,"L,2-3",4.02
166,CHC,162,Oct 5,CIN,"W,15-2",4.00
0,CHW,1,Apr 8,DET,"L,4-5",5.19
1,CHW,2,Apr 9,DET,"W,5-2",3.57
2,CHW,3,Apr 10,DET,"W,10-1",2.70
3,CHW,4,Apr 12,SEA,"W,3-2",2.52
4,CHW,5,Apr 13,SEA,"W,6-4",2.62
5,CHW,6,Apr 14,SEA,"L,1-5",3.02
6,CHW,7,Apr 15,TBR,"W,3-2",2.87
7,CHW,8,Apr 16,TBR,"W,3-2",2.64
8,CHW,9,Apr 17,TBR,"L,3-9",3.24
9,CHW,10,Apr 20(1),CLE,"L,1-11",3.76
10,CHW,11,Apr 20(2),CLE,"L,1-2",3.63
11,CHW,12,Apr 21,CLE,"L,3-6",3.78
12,CHW,13,Apr 22,MIN,"L,1-2",3.59
13,CHW,14,Apr 23,MIN,"L,2-9",4.03
14,CHW,15,Apr 24,MIN,"L,4-6",4.08
15,CHW,16,Apr 26,KCR,"L,0-6",4.08
16,CHW,17,Apr 27,KCR,"W,7-3",4.01
17,CHW,18,Apr 28,KCR,"L,2-5",3.93
18,CHW,19,Apr 29,LAA,"L,1-5",3.99
19,CHW,20,Apr 30,LAA,"W,4-0",3.78
20,CHW,May,May,Opp,Rslt,ERA
21,CHW,21,May 1,LAA,"L,5-6",3.84
22,CHW,22,May 2,LAA,"W,3-0",3.66
23,CHW,23,May 3,CHC,"W,3-1",3.55
24,CHW,24,May 4,CHC,"W,4-3",3.52
25,CHW,25,May 6,BOS,"W,4-2",3.46
26,CHW,26,May 7,BOS,"W,3-1",3.35
27,CHW,27,May 8,BOS,"W,3-2",3.30
28,CHW,28,May 9,CLE,"L,9-12",3.30
29,CHW,29,May 10,CLE,"W,4-1",3.22
30,CHW,30,May 12,NYY,"L,7-15",3.61
31,CHW,31,May 13,NYY,"L,4-10",3.82
32,CHW,32,May 14,NYY,"W,3-2",3.76
33,CHW,33,May 15,NYY,"L,1-5",3.80
34,CHW,34,May 16,KCR,"W,5-3",3.76
35,CHW,35,May 17(1),KCR,"W,3-0",3.66
36,CHW,36,May 17(2),KCR,"L,1-2",3.62
37,CHW,37,May 18,KCR,"L,2-6",3.70
38,CHW,38,May 19,KCR,"W,7-4",3.71
39,CHW,39,May 21,NYY,"L,5-7",3.80
40,CHW,40,May 22(1),NYY,"W,3-1",3.73
41,CHW,41,May 22(2),NYY,"W,5-0",3.64
42,CHW,42,May 24,BOS,"L,3-16",3.94
43,CHW,43,May 25,BOS,"W,3-1",3.87
44,CHW,44,May 26,BOS,"L,7-16",4.10
45,CHW,45,May 28,CHC,"L,1-5",4.12
46,CHW,46,May 29,CHC,"W,5-4",4.00
47,CHW,47,May 31,TOR,"L,5-6",4.05
48,CHW,Jun,Jun,Opp,Rslt,ERA
49,CHW,48,Jun 1,TOR,"L,3-7",4.12
50,CHW,49,Jun 2,TOR,"L,3-8",4.19
51,CHW,50,Jun 3,TBR,"L,3-6",4.24
52,CHW,51,Jun 4,TBR,"W,3-2",4.15
53,CHW,52,Jun 5,TBR,"W,6-5",4.11
54,CHW,53,Jun 7,LAD,"W,4-0",4.03
55,CHW,54,Jun 8,LAD,"L,1-4",4.03
56,CHW,55,Jun 9,LAD,"L,9-11",4.05
57,CHW,56,Jun 10,TEX,"W,8-3",4.03
58,CHW,57,Jun 11,TEX,"L,9-11",4.13
59,CHW,58,Jun 12,TEX,"L,6-8",4.14
60,CHW,59,Jun 13,DET,"W,9-5",4.15
61,CHW,60,Jun 14,DET,"W,5-1",4.08
62,CHW,61,Jun 15,DET,"W,13-0",4.02
63,CHW,62,Jun 17,HOU,"L,3-13",4.17
64,CHW,63,Jun 18,HOU,"W,7-0",4.10
65,CHW,64,Jun 19,HOU,"L,3-4",4.11
66,CHW,65,Jun 20,TOR,"W,8-7",4.12
67,CHW,66,Jun 21,TOR,"W,7-6",4.10
68,CHW,67,Jun 22,TOR,"L,5-9",4.17
69,CHW,68,Jun 23,BAL,"L,0-4",4.17
70,CHW,69,Jun 24,BAL,"L,1-4",4.17
71,CHW,70,Jun 25,BAL,"L,2-6",4.18
72,CHW,71,Jun 26,BAL,"W,4-3",4.13
73,CHW,72,Jun 27,LAA,"L,3-4",4.14
74,CHW,73,Jun 28,LAA,"W,11-4",4.14
75,CHW,74,Jun 29,LAA,"L,1-4",4.13
76,CHW,Jul,Jul,Opp,Rslt,ERA
77,CHW,75,Jul 1,SFG,"W,1-0",4.07
78,CHW,76,Jul 2,SFG,"W,5-3",4.06
79,CHW,77,Jul 3,SFG,"W,13-4",4.06
80,CHW,78,Jul 4,MIN,"L,3-6",4.06
81,CHW,79,Jul 5,MIN,"L,2-8",4.11
82,CHW,80,Jul 6,MIN,"W,9-8",4.16
83,CHW,81,Jul 7,DET,"L,1-2",4.13
84,CHW,82,Jul 8,DET,"L,5-7",4.15
85,CHW,83,Jul 9,DET,"W,8-0",4.10
86,CHW,84,Jul 10,DET,"W,4-2",4.08
87,CHW,85,Jul 11,CLE,"L,4-8",4.13
88,CHW,86,Jul 12(1),CLE,"L,1-4",4.13
89,CHW,87,Jul 12(2),CLE,"W,7-0",4.09
90,CHW,88,Jul 13,CLE,"W,2-1",4.04
91,CHW,89,Jul 14,MIN,"W,12-2",4.02
92,CHW,90,Jul 15,MIN,"W,6-2",3.99
93,CHW,91,Jul 16,MIN,"L,3-6",4.02
94,CHW,92,Jul 17,MIN,"W,11-0",3.98
95,CHW,93,Jul 22,CLE,"L,2-8",4.02
96,CHW,94,Jul 23(1),CLE,"L,4-7",4.04
97,CHW,95,Jul 23(2),CLE,"W,5-4",4.04
98,CHW,96,Jul 24,CLE,"W,6-3",4.03
99,CHW,97,Jul 26,COL,"W,2-1",4.00
100,CHW,98,Jul 27,COL,"L,5-6",4.02
101,CHW,99,Jul 29,OAK,"L,3-7",4.04
102,CHW,100,Jul 30,OAK,"W,3-2",4.02
103,CHW,101,Jul 31,OAK,"W,4-1",3.99
104,CHW,Aug,Aug,Opp,Rslt,ERA
105,CHW,102,Aug 1,KCR,"L,1-2",3.97
106,CHW,103,Aug 2,KCR,"W,9-2",3.95
107,CHW,104,Aug 3,KCR,"W,4-1",3.93
108,CHW,105,Aug 4,TEX,"L,2-3",3.92
109,CHW,106,Aug 5,TEX,"W,2-1",3.89
110,CHW,107,Aug 6,TEX,"L,0-8",3.92
111,CHW,108,Aug 7,TEX,"W,8-2",3.90
112,CHW,109,Aug 9(1),KCR,"L,2-4",3.90
113,CHW,110,Aug 9(2),KCR,"W,3-2",3.89
114,CHW,111,Aug 10,KCR,"L,3-8",3.92
115,CHW,112,Aug 11,KCR,"L,3-5",3.93
116,CHW,113,Aug 12,DET,"W,2-0",3.90
117,CHW,114,Aug 13,DET,"W,6-4",3.90
118,CHW,115,Aug 14,DET,"W,5-3",3.89
119,CHW,116,Aug 15,HOU,"W,4-2",3.87
120,CHW,117,Aug 16,HOU,"W,4-3",3.86
121,CHW,118,Aug 17,HOU,"L,2-3",3.85
122,CHW,119,Aug 18,HOU,"L,5-21",4.00
123,CHW,120,Aug 19,CLE,"L,2-5",4.01
124,CHW,121,Aug 20,CLE,"W,2-0",3.98
125,CHW,122,Aug 22,KCR,"L,4-6",4.00
126,CHW,123,Aug 23,BAL,"L,3-5",4.01
127,CHW,124,Aug 24,BAL,"W,5-3",4.00
128,CHW,125,Aug 25,BAL,"L,3-4",3.97
129,CHW,126,Aug 26,ARI,"L,2-7",4.00
130,CHW,127,Aug 27,ARI,"L,5-10",4.03
131,CHW,128,Aug 28,ARI,"L,2-3",4.02
132,CHW,129,Aug 30,KCR,"L,7-9",4.06
133,CHW,130,Aug 31,KCR,"W,4-2",4.04
134,CHW,September/October,September/October,Opp,Rslt,ERA
135,CHW,131,Sep 1,KCR,"W,7-1",4.02
136,CHW,132,Sep 2,MIN,"W,4-3",4.00
137,CHW,133,Sep 3,MIN,"W,13-0",3.97
138,CHW,134,Sep 4,MIN,"L,1-5",3.97
139,CHW,135,Sep 5,SEA,"W,3-2",3.95
140,CHW,136,Sep 6,SEA,"L,0-3",3.95
141,CHW,137,Sep 7,SEA,"W,9-6",3.94
